Index	CommitMessage	Classification
3786	core missinginjectable migration should not migrate ngmodule class based on the migration guide provided class which dont have either injectable directive component or pipe need to be migrated this is not correct a provided class with an ngmodule also have a factory function that can be read by the r injector it unclear in which case the ngmodule decorator is used for provided class but this scenario ha been reported either we fix this in the migration or we make sure to report this a unsupported in the ivy compiler fix pr close 	fix
3787	devtools remove tree node highlight when a component is selected from the highlighter 	fix
3788	devtools update dependency tsnode to 	build
3789	devtools update angularframework 	build
3790	docsinfra refactors autolinkcode pr close 	refactor
3791	devinfra extract commit header before checking commit message validity this commit fix an issue where adding fixup commits wa triggering a lint error the problem wa caused by the fact that we used the entire message body while checking whether fixup commit ha a corresponding parent commit in a range this issue wa found after enforcing a check that exit the process if there is an invalid commit message found pr close 	fix
3792	devtools add ivy check 	feat
3793	devtools inform user that devtools ha limited functionality in production mode 	feat
3794	devtools update angularcli rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3795	devinfra exit nonzero if commit message validation failed currently the commitmessage validation script doe not exit with a nonzero exit code if the commit message validation failed this mean that invalid commit message are currently not causing ci to be red see pr close 	fix
3796	devtools update angularframework rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3797	devtools update dependency swimlanengxcharts to v rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3798	compiler remove unused cachedfilesystem this wa only being used by ngcc but not any longer pr close 	refactor
3799	ngcc do not use cached filesystem the cached filesystem wa implemented to speed up ngcc processing but in reality most file are not accessed many time and there is no noticeable degradation in speed by removing it benchmarking ngcc l debug for aio on a local machine gave a range of second with the cache and second without the cache moreover when running in parallel mode ngcc ha a separate file cache for each process this result in excess memory usage notably the master process which only doe analysis of entrypoints hold on to up to mb for aio when using the cache compared to only around mb when not using the cache finally the filesystem cache being incorrectly primed with file content before being processed ha been the cause of a number of bug for example pr close 	fix
3800	devinfra document limitation in tscirculardeps tool add documentation on discovered limitation in the tscirculardeps tool so that we can reference it when needed pr close 	docs
3801	core pipe injecting viewproviders when used on a component host node the flag that determines whether something should be able to inject from viewproviders is optout and the pipe werent opted out resulting in them being able to see the viewproviders if theyre placed on a component host node fix pr close 	fix
3802	devtools fix lint error in devtools component rangleangulardevtools 	build
3803	docsinfra add to ignored ignoregenericwords previously when a document included the autolinker will try to generate a link eg from coreɵcomponentdef this commit add it to the ignored word to prevent that pr close 	build
3804	docsinfra ensures that only member doc are linked this commit ensures that member doc are only linked if the linking text contains pr close 	build
3805	docsinfra fix autolinkcode to ignore doc without a path previously the auto linker generated link without an href when the api wa private this commit fix this by making sure that the path of the document is not empty close pr close 	build
3806	devtools remove timeout and add new loadingerror state message rangleangulardevtools 	feat
3807	languageservice properly evaluate type in comparable expression this commit fix how the language service evaluates the compatibility of type to work with arbitrary union type a a result compatibility check are now more strict and can catch similarity or difference more clearly numberstring stringnull ok numberstring number ok numberstring null not comparable number string not comparable using ivy a a backend should provide these diagnosis for free but we can backfill them for now close pr close 	fix
3808	ngcc moved shared setup into a single function the maints and workerts had duplicate logic which ha now been moved to a single function called getsharedsetup pr close 	refactor
3809	ngcc simplify cluster packagejsonupdater pr close 	refactor
3810	ngcc create new entrypoint for cluster worker pr close 	refactor
3811	ngcc move pathmapping processing to utils pr close 	refactor
3812	ngcc move analyze and compile function into their own file pr close 	refactor
3813	ngcc move command line option parsing to it own file pr close 	refactor
3814	ngcc display unlocker process output in sync mode the change in eacfdcdbbccb to support sending unlocker process output to the main ngcc console output prevents message require that the main process relinquishes the eventloop to allow the stdouton handler to run this result in none of the message being written when ngcc is run in noasync mode and some message failing to be written if the main process is killed eg ctrlc it appears that the problem with window and detached process is known see but in the meantime this commit is a workaround where nonwindows inherit the main process stdout while on window it reverts to the async handler approach which is better than nothing pr close 	fix
3815	changelog add new line between change pr close 	docs
3816	devtools update angularcli rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3817	devtools update angularframework 	build
3818	devtools update dependency tslint to 	build
3819	core prevent unknown property check for aotcompiled component prior to this commit the unknown property check wa unnecessarily invoked for aotcompiled component for these component the check happens at compile time this commit update the code to avoid unknown property verification for aotcompiled component by checking whether schema information is present a a way to detect whether this is jit or aot compiled component resolve pr close 	fix
3820	compiler avoid generating in attribute in plain form prior to this change there wa a problem while matching template attribute which mistakenly took in attribute that might be present in attrs array after template one into account this commit update the logic to avoid template attribute matching logic from entering the in section and a a result this also allows generating proper in attribute section instead of keeping these attribute in plain form with their value in attribute array pr close 	fix
3821	docsinfra add test for universal doc example previously there were no test for the universal doc example this meant that the project wa not tested at all not even ensuring that it can be built successfully this commit add ee test for the universal example ported from tohpt and cleaned up and also verifies that the project can be built successfully including the server pr close 	test
3822	docsinfra update typesexpressservestaticcore to avoid error in universal example previously building the universal example failed with nodemodulestypesexpressindexdts error t namespace typesexpressservestaticcoreindex ha no exported member params nodemodulestypesexpressindexdts error t namespace typesexpressservestaticcoreindex ha no exported member paramsdictionary this commit fix the error by upgrading typesexpressservestaticcore to a newer version see definitelytypeddefinitelytyped for more detail pr close 	build
3823	docsinfra update universal example to match latest cli update the universal example and related file to match what would be generated by the latest cli fix pr close 	refactor
3824	docsinfra align universal example with tohpt a mentioned in the universal guide the tohpt example is the starting poitn for the universal example however the two example had become outofsync because some fixeschanges were made to the tourofheroes example this commit port these change to the universal example pr close 	fix
3825	docsinfra update maints in tourofheroes example to match latest cli update the maints file in tourofheroes example to match what would be generated by the latest cli pr close 	refactor
3826	docsinfra clean up tourofheroes example i noticed these minor styling issue while aligning the universal example with the tohpt example in a subsequent commit pr close 	style
3827	docsinfra add missing build npm script for universal doc example zip archive previously the packagejson template used in the zip archive of the universal example that we offer for download missed the build npm script this commit update the template for the universal doc example to include the build npm script note the build npm script is already included in aiotoolsexamplessharedboilerplateuniversalpackagejson but it wa removed by the example zipper pr close 	build
3828	core handle empty translation correctly in certain usecases it useful to have an ability to use empty string a translation currently ivy fails at runtime if empty string is used a a translation since some part of internal data structure are not created properly this commit update runtime in logic to handle empty translation and avoid unnecessary extra processing for such case fix pr close 	fix
3829	common format dayperiods that cross midnight when formatting a time with the b or b format code the rendered string wa not correctly handling day period that spanned midnight instead the logic wa falling back to the default case of am now the logic ha been updated so that it match time that are within a day period that span midnight so it will now render the correct output such a at night in the case of english application that are using either formatdate or datepipe and any of the b or b format code will be affected by this change fix pr close 	fix
3830	devtools add linting to ci rangleangulardevtools chore fix lint error build add linting to ci pipeline 	build
3831	devtools update angularframework 	build
3832	ngcc display output from the unlocker process on window on window the output of a detached process such a the unlocker process used by lockfilewithchildprocess is not shown in the parent process stdout this commit address this by piping the spawned process stdinstdout and manually writing to the parent process stdout pr close 	fix
3833	ngcc do not spawn unlocker process on cluster worker the current ngcc lockfile strategy spawn a new process in order to capture a potential sigint and remove the lockfile for more information see previously this unlocker process wa spawned a soon a the lockfile wa instantiated in order to have it available a soon a possible given that spawning a process is an asynchronous operation since the lockfile wa instantiated and passed to the executor this meant that an unlocker process wa spawned for each cluster worker when running ngcc in parallel mode these process were not needed since the lockfile wa not used in cluster worker but we still had to pay the overhead of each process own memory and v instance note this overhead wa small compared to the memory consumed by ngccs normal operation but still unnecessary this commit avoids the extra process by only spawning an unlocker process when running on the cluster master process and not on worker process pr close 	fix
3834	ngcc force ngcc to exit on error for some reason possibly related to asyncawait promise the ngcc process is not exiting when spawned from the cli when there ha been an error such a when it timesout waiting for a lockfile to become free calling processexit directly fix this fix pr close 	fix
3835	devtools wait for server properly before running cypress test rangleangulardevtools 	test
3836	devtools clicking on element with component inspector enabled will select that component in the directive explorer 	feat
3837	devtools extract control and frame selection logic into seperate component rangleangulardevtools 	refactor
3838	devtools update angularcli rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3839	devtools update angularframework rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3840	languageservice clean up and export and consolidate type pr close 	refactor
3841	upgrade update locationshim to handle location change before initialization update the locationshim to receive the most recent location change made even if it happened before initialize is called this is important when angularjs bootstrapping is deferred and there is a delay between when locationshim is constructed and when it is initialized with this change the locationshim will correctly reflect any redirects that occurred between construction and initialization close pr close 	fix
3842	devtools update angularframework rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3843	devtools update dependency typeschrome to rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3844	devtools update dependency karma to v rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3845	docsinfra contribute page not visible correctly on mobile device on mobile device screen size px the contribute page is not visible in correct form changed style to make it visible correctly pr close 	fix
3846	docsinfra fix about page button text being truncated on small screen on small screen eg on mobile the text on some of the button in the about page wa truncated changed the text size margin and padding so that the the whole text is visible on such screen px to px pr close 	fix
3847	zonejs fix typo in ngzone guide code example fix pr close 	docs
3848	devtools update angularcli rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3849	core undecoratedclasseswithdecoratedfields migration should avoid error if base class ha no value declaration the undecoratedclasseswithdecoratedfields migration relies on the type checker to resolve base class of individual class it could happen that resolved base class have no value declaration eg if they are declared through an interface in the default type currently the migration will throw in such situation because it assumes that tssymbolvaluedeclaration is always present this is not the case but we dont get good typechecking here due to a bug in the typescript type see fix pr close 	fix
3850	ngcc correctly detect external file from nested nodemodules previously when we needed to detect whether a file is external to a package we only checked whether the relative path to the file from the package root started with this would detect external import when the package were sibling eg peer dependency or hoisted to the top of nodemodules by the package manager but would fail to detect import from package located in nested nodemodules a external for example importing nodemodulesfoonodemodulesbar from a file in nodemodulesfoo would be considered internal to the foo package this could result in processinganalyzing more file than necessary more importantly it could lead to error due to trying to analyze nonangular package that were direct dependency of angular package this commit fix it by also verifying that the relative path to a file doe not start with nodemodules jira issue fw fix pr close 	fix
3851	docsinfra fix element example when used with e previously the element doc example only worked in browser that natively supported custom element and e module furthermore it didnt work on stackblitz because stackblitz ignores the specified target in tsconfigjson and us the umd bundle ie e code even on browser that do support e note in the past this wa not a problem because we explicitly did not provide a stackblitz example this ha changed in this commit ensures the example work on all browser and also on stackblitz by providing the necessary custom element polyfills fix pr close 	fix
3852	ngcc only load if it is needed pr close 	perf
3853	ngcc reduce the size of the entrypoint manifest file the base path for package and entrypoints is known so there is no need to store these in the file also this commit avoids storing empty array unnecessarily pr close 	perf
3854	ngcc read dependency from entrypoint manifest previously even if an entrypoint did not need to be processed ngcc would always parse the file of the entrypoint to compute it dependency this can take a lot of time for large nodemodules now these dependency are cached in the entrypoint manifest and read from there rather than computing them every time see fw pr close 	perf
3855	compiler handle type reference to namespaced symbol correctly when the compiler need to convert a type reference to a value expression it may encounter a type that refers to a namespaced symbol such namespaces need to be handled specially a there various form available consider a namespace named n one can refer to a namespace by itself n a namespace is only allowed to be used in a type position if it ha been merged with a class but even if this is the case it may not be possible to convert that type into a value expression depending on the import form more on this later case a below one can refer to a type within the namespace nsfoo an import need to be generated to n from which the foo property can then be read one can refer to a type in a nested namespace within n nsfoobar and possibly even deeper nested the value representation is similar to case but includes additional property access the exact strategy of how to deal with these case depends on the type of import used there two flavor available a a namespaced import like import a n from n that creates a local namespace that is irrelevant to the import that need to be generated a said import would be used instead of the original import if the local namespace n itself is referred to in a type position it is invalid to convert it into a value expression some javascript library publish a value a default export using export myclass syntax however it is illegal to refer to that value using n consequently such usage in a type position must be accompanied by an inject decorator to provide an explicit token b an explicit namespace declaration within a module that can be imported using a named import like import n from n where the n module declares a namespace using declare namespace n in this case it the namespace itself that need to be imported after which any qualified reference into the namespace are converted into property access before this change support for namespaces in the typetovalue conversion wa limited and only worked correctly for a single qualified name using a namespace import case a all other case were either producing incorrect code or would crash the compiler case a crashing the compiler is not desirable a it doe not indicate where the issue is moreover the result of a typetovalue conversion is irrelevant when an explicit injection token is provided using inject so referring to a namespace in a type position case could still be valid this commit introduces logic to the typetovalue conversion to be able to properly deal with all type reference to namespaced symbol fix resolve fw pr close 	fix
3856	common localesglobaljs are not e compliant although this code ha been part of angular x i only noticed this error when upgrading to angular x because historically the source locale data wa not injected when localizing but a of angularangularcli it is now included this tipped me off that my other bundle were not being built properly and this change allows me to build a valid e bundle i have also added a verification step to my build pipeline to alert me if this error appears again in any of my bundle i found the localesglobaljs file path being referenced by the inoptions in angulardevkitbuildangularsrcutilsinoptionsts and following that it look like it is actually loaded and used in angulardevkitbuildangularsrcutilsprocessbundlets i saw the function tersermangle doe appear that it is likely aware of the build being e but im not sure why this is not producing a valid e bundle this change update toolsgulptaskscldrextractjs to produce e compliant localesglobaljs and that fix my issue however i am not sure if angulardevkitbuildangular should be modified to produce a valid e bundle instead or if the file could be typescript rather than javascript file a test that a valid e bundle is produced would be helpful and i hope this is reproducible and not some issue with my config pr close 	fix
3857	form clarify the description of minlength and maxlength previously it wa not clear that the minlength and maxlength validators can only be used with object that contain a length property this commit clarifies this pr close 	docs
3858	router pas correct component to candeactivate check when using two or more sibling routeroutlets fix there an edge case where if i use two or more sibling routeroutlets in two or more child route where their parent route doesnt have a component then preactivation will trigger all candeactivate check with the same component because it will use wrong outletcontext pr close 	fix
3859	devtools update angularcli rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3860	devinfra fix commit message validation in git worktrees previously the precommitvalidate command used in the commitmsg git hook assumed that the commit message wa stored in gitcommiteditmsg file this is usually true but not when using git worktrees where git is a file containing the path to the actual git directory this commit fix it by taking advantage of the fact that git pass the actual path of the file holding the commit message to the commitmsg hook and husky expose the argument passed by git a huskygitparams note we can not use the environment variable directly in the commitmsg hook command because environment variable need to be referenced differently on window varname v macoslinux varname instead we pas the name of the environment variable and the validation script read the variable value off of processenv pr close 	fix
3861	compiler create a new root bindingscope for each template previously we had a singleton rootscope object from which all bindingscopes derived but this caused ngcc to produce nondeterministic output when running multiple worker in parallel since each process had it own rootscope in reality there is no need for bindingscope reference name to be unique across an entire application or in the case of ngcc across all the library instead we just need uniqueness within a template this commit change the compiler to create a new root bindingscope each time it compiles a component template resolve pr close 	refactor
3862	devtools consistent console reference hint style with chrome devtools 	fix
3863	devtools consistent style across shell dev and chrome 	fix
3864	devtools introduce virtual scrolling in directive explorer 	feat
3865	devtools update angularframework rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3866	bazel use runfiles helper in tsapiguardian prefractor for future rulesnodejs release when requireresolve patch are removed pr close 	refactor
3867	languageservice remove circular dependency instance pr close 	fix
3868	compiler reformat of codebase with new clangformat version this commit reformats the packagescompiler tree using the new version of clangformat pr close 	style
3869	compilercli reformat of codebase with new clangformat version this commit reformats the packagescompilercli tree using the new version of clangformat pr close 	style
3870	ngcc do not warn if path mapping doe not exist in ccbeffbfdfaaeeda the getbasepaths function wa changed to log a warning if a basepath computed from the path mapping did not exist it turn out this is a common and accepted scenario so we should not log warning in this case fix pr close 	fix
3871	bazel fix runfiles resolve in karmasaucelabsjs after location rootpath cleanup this wasnt caught by ci on the pr a this binary is only run once daily via a monitor job pr close 	build
3872	languageservice inline test case in parsingcasests this commit remove individual component from parsingcasests and colocate them with the actual test this make the test more readable pr close 	test
3873	zonejs add issue number of typesjasmine to the test case some case will still need to use spy a any cast because typesjasmine have some issue the issue jasmine doesnt handle optional method property the issue jasmine doesnt handle overload method correctly pr close 	fix
3874	devtools update angularcli rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3875	devtools allow user to view change detection strategy and view encapsulation of a component in the property explorer rangleangulardevtools 	feat
3876	devtools debounce dirty notification and ignore vendorchunk rangleangulardevtools on scroll event we can very aggressively request update although we have throttling logic it still can be quite a heavy operation in the front end here we introduce m throttling do not produce vendorchunk in development and production mode 	fix
3877	devtools update angularframework rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3878	zonejs zonejs patch jest should handle done correctly zonejs support jest testeach method but it introduces a bug which is the done function will not be handled correctly itshould work with done done done will be undefined the reason is the logic of monkey patching test method is different from jasmine patch jasmine patch return testbodylength testproxyzoneruntestbody null done testproxyzoneruntestbody null done jest patch return functionargs return testproxyzoneruntestbody null args the purpose of this change is to handle the following case testeach testeach arg arg expectargtobe expectargtobe so in jest it is a little complex because the testbodys parameter may be bigger than so the logic in jasmine return testbodylength testproxyzoneruntestbody null done testproxyzoneruntestbody null done will not work for testeach in jest so in this pr i created a dynamic function to return the correct length of paramters which is required by jest core to handle normal test with or without done each with parameter with or without done pr close 	fix
3879	compiler resolve enum value in binary operation during static evaluation of expression the partial evaluator may come across a binary operator for which it need to evaluate it operand any of these operand may be a reference to an enum member in which case the enum member value need to be used a literal value not the enum member reference itself this commit fix the behavior by resolving an enumvalue when used a a literal value fix resolve fw pr close 	fix
3880	compiler reformat partial evaluator source tree pr close 	style
3881	ngcc correctly identify relative windowsstyle import path previously isrelativepath assumed path are nixstyle this caused windowsstyle path such a cfoosomepackagesomefilejs to not be recognized a relative import this commit fix this by using the osagnostic isrooted helper and also accounting for both style of path delimiters and pr close 	fix
3882	languageservice use the htmlast to get the span of html tag the html tag may include eg approot so use the htmlast to get the span pr close 	fix
3883	docsinfra removed extra from resourcesscss file there wa a typo in resourcessscss file there wa an extra comma added some space too that were needed for proper styling of the code pr close 	style
3884	docsinfra fix resource page tab text which is not visible on small screen on small mobile screen the top tab bar contains text which wa not visible on small screen changed text size margin and padding so that the text could be contained in these screen px to px pr close 	fix
3885	form remove unnecessary repeating period pr close 	docs
3886	languageservice remove ngforcasests this commit remove ngforcasests and move all test case to inline expression in testtemplate pr close 	test
3887	languageservice remove ngifcasests this commit remove ngifcasests and move all test case to inline expression in testtemplate pr close 	test
3888	router state data missing in routerlink fix router state data is missing on routerlink when used with nonanchor element pr close 	fix
3889	core ngondestroy on multi provider called with incorrect context currently destroy hook are stored in memory a hook hook where the number represent the index at which to find the context and hook is the function to be invoked this break down for multi provider because the value at the index will be an array of provider resulting in the hook being invoked with an array of all the multi provider value rather than the provider that wa destroyed in viewengine ngondestroy wasnt being called for multi provider at all these change fix the issue by changing the structure of the destroy hook to hook hook hook where the index inside the inner array point to the provider inside of the multi provider array note that this is slightly different from the original design which called for the structure to be hook hook hook because in the process of implementing it i realized that we wouldnt get passing the correct context if only some of the multi provider have ngondestroy and others dont ive run the newlyadded viewdestroyhooks benchmark against these change and compared it to master the difference seems to be insignificant between and slower fix pr close 	fix
3890	devtools update angularframework rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3891	languageservice delete expressioncasests this commit deletes expressioncasests and move the test case to inline expression in testtemplate pr close 	test
3892	ngcc detect nonemitted nonimported typescript helper when typescript downlevels e code to e it us some helper function to emulate some e feature such a spread syntax the typescript compiler can be configured to emit these helper into the transpiled code which is controlled by the noemithelpers option false by default it can also be configured to import these helper from the tslib module which is controlled by the importhelpers option false by default while most of the time the helper will be either emitted or imported it is possible that one configures their app to neither emit nor import them in that case the helper could for example be made available on the global object this is what nativescriptangular vnext doe see for example commonjs ngcc must be able to detect and statically evaluate these helper previously it wa only able to detect emitted or imported helper this commit add support for detecting these helper if they are neither emitted nor imported it doe this by checking identifier for which no declaration either concrete or inline can be found against a list of known typescript helper function name pr close 	fix
3893	languageservice provide service for attribute binding type this commit refactors the process for determining the type of an angular attribute to be use a function that take an attribute name and return the angular attribute kind and name rather than requiring the user to query match the attribute name with the regex and query the matching array this refactor prepares for a future change that will improve the experience of completing attribute in or context pr close 	refactor
3894	zonejs fix lint error after clang update recent zonejsrelated commit update the promisets file but it look like original pr wa not rebased after clang update a a result the lint circleci job started to fail in master after merging that pr this commit update the format of the promisets script according to the new clang rule pr close 	style
3895	form reformat of the form package after clang update pr close 	style
3896	devtools add script for setting manifest version rangleangulardevtools 	build
3897	zonejs should not try to patch fetch if it is not writable close in firefox extension the windowfetch is not configurable that mean const desc objectgetownpropertydescriptorwindow fetch descwritable false so in this case we should not try to patch fetch otherwise it will throw error fetch is readonly pr close 	fix
3898	languageservice move pipe test to testtemplate this commit simplifies the completion test for pipe by moving them to testtemplate pr close 	test
3899	docsinfra renamed ee property of exampleconfigjson to test each doc example ha an exampleconfigjson configuration file among other thing this file can be used to specify what command to run in order to test the example if not specified the runexampleeejs script will run a default yarn ee command previously the property specifying the test command wa called ee this is because in the past only ee test were run for doc example since recently some example may specify command for other type of test such a unit test therefore calling the property that hold the list of test command ee no longer make sense and can be misleading to people looking at the configuration file this commit renamed the property to the more generic test in the future the runexampleeejs script and corresponding npm script should be renamed and refactored to also avoid giving the impression that only ee test are run discussed in pr close 	build
3900	docsinfra update doc example packagejson template wrt corejs the corejs dependency is no longer included in packagejson for clitype example but only for the systemjs one this commit update the packagejson template to reflect that and also update the npmpackages guide accordingly pr close 	build
3901	docsinfra fix unit test and run them for specific doc example on ci previously only ee test were run for doc example on ci a a result unit test which are included in the zipped archive we provide for user to download and play with the example locally were often outdated and broken this commit configures specific doc example that have meaningful unit test to run them on ci via the runexampleeejs script where necessary the unit test are fixed to ensure they pas and reflect the change in the corresponding componentservice this commit also remove some autogenerated unit test that are not meaningful eg make trivial assertion such that a component instance is truthy and are often broken anyway eg because the corresponding component ha been changed in way that make the test fail pr close 	test
3902	docsinfra switch doc example to ivy the doc example are switched to ivy on ci the test are run with both ivy and viewengine partially address fw pr close 	build
3903	devtools allow user to click on function property to inspect that function in the chrome devtools rangleangulardevtools 	feat
3904	devtools show timeline bar color dependant on the framerate 	feat
3905	core avoid migration error when nonexistent symbol is imported in rare case a project with configured rootdirs that ha import to nonexistent identifier could fail in the migration this happens because based on the application code the migration could end up trying to resolve the tssymbol of such nonexistent identifier this isnt a problem usually but due to a upstream bug in the typescript compiler a runtime error is thrown this is because typescript is unable to compute a relative path from the originating source file to the imported source file which should provide the nonexistent identifier an issue for this ha been reported upstream the issue only surface since our migration dont provide an absolute base path that is used for resolving the root directory to fix this we ensure that we never use relative path when parsing tsconfig file more detail can be found in the t issue fix pr close 	fix
3906	ngcc dont crash on cyclic sourcemap reference the sourcemap flattening wa throwing an error when there is a cyclic dependency between source file and sourcemaps the error wa either a custom one describing the cycle or a maximum call stack size exceeded one now this is handled more leniently resulting in a partially loaded source file or sourcemap and a warning logged fix fix fix fix pr close 	fix
3907	ngcc add process title add processtitle so it clearly in the task manager when ngcc is running see pr close 	fix
3908	ngcc support ignoring deepimports via package config recently we added support for ignoring specified deepimport warning by providing set of regular expression within the ngccconfigjs file but this wa only working for the project level configuration this commit fix ngcc so that it will also read these regular expression from package level configuration too fix pr close 	fix
3909	ngcc support simple browser property in entrypoints the browser packagejson property is now supported to the same level a main ie it is sniffed for umd esm and commonjs the browser property can also contain an object with file override but this is not supported by ngcc fix pr close 	fix
3910	ngcc sniff main property for esm format previously main wa only checked for umd or commonjs format now if there are import or export statement in the source file it will be deemed to be in esm format fix pr close 	fix
3911	languageservice reformat using clangformat clangformat wa recently updated and any pr that touch file in the language service will have to reformat all the file instead of changing the formatting in those pr this pr format all file in languageservice package once and for all pr close 	refactor
3912	devinfra use commit message validation from angulardevinfraprivate prior to this change we manage a local version of commit message validation in addition to the commit message validation tool contained in the ngdev tooling by adding the ability to validate a range of commit message together the remaining piece of commit message validation that is in the local version is replicated we use both command provided by the ngdev commitmessage tooling precommitvalidate set to automatically run on an git hook to validate commits a they are created locally validaterange run by ci for every pr testing that all of the commits added by the pr are valid when considered together ensuring that all fixups are matched to another commit in the change pr close 	fix
3913	compilercli pas real source span where they are empty some consumer of function that take parsesourcespans currently pas empty and incorrect source span this fix those case pr close 	fix
3914	ngcc reformat of ngcc after clang update pr close 	style
3915	devtools update angularframework rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3916	devtools let timeout config default to m rangleangulardevtools 	test
3917	devtools remove render case that is no longer used rangleangulardevtools 	refactor
3918	devtools update angularcli rangleangulardevtools coauthoredby renovate bot botrenovateappcom 	build
3919	devtools update angularframework 	build
3920	router allow urlmatcher to return null the matcher is allowed to return null per and run yarn gulp format to pick up recent clang format change close breaking change urlmatchers type now reflects that it could always return null if you implemented your own router or recognizer class please update it to handle matcher returning null pr close 	fix
3921	devinfra correct pullapprove global approval regex pr close 	fix
3922	ngcc correctly detect imported typescript helper the ngccreflectionhosts have logic for detecting certain known declaration such a objectassign and typescript helper which allows the partialevaluator to evaluate expression it would not be able to statically evaluate otherwise in delegatingreflectionhost wa introduced which delegate to a typescript reflectionhost when reflecting on typescript file which for ngccs case mean dts file of dependency a a result ngcc lost the ability to detect typescript helper imported from tslib because delegatingreflectionhost wa not able to apply the known declaration detection logic while reflecting on tslibs dts file this commit fix this by ensuring delegatingreflectionhost call the ngccreflectionhosts detectknowndeclaration method a necessary even when using the typescript reflectionhost note the previous commit exposed a bug in ngcc that wa hidden due to the test being inconsistent with how the reflectionhosts are used in the actual program the change in this commit are verified by ensuring the failing test are now passing hence no new test are added pr close 	fix
3923	ngcc use delegatingreflectionhost for testing ngccreflectionhosts in delegatingreflectionhost wa introduced under the hood it delegate another ngccreflectionhost in order to reflect over the program source file while using a different typescript reflectionhost to reflect over dts file which is how external dependency are represented in the program previously the ngccreflectionhosts were used directly in test this doe not exercise them in the way they are exercised in the actual program because when used directly they will also reflect on dts file too instead of delegating to the typescript reflectionhost this could hide bug that would happen on the actual program this commit fix this by using the delegatingreflectionhost in the various ngccreflectionhost test note this change will cause some of the existing test to start failing these failure demonstrate preexisting bug in ngcc that were hidden due to the test being inconsistent with how the reflectionhosts are used in the actual program they will be fixed in the next commit pr close 	test
3924	ngcc move logic for identifying known declaration to method the ngccreflectionhosts have logic for detecting certain known declaration such a objectassign and typescript helper which allows the partialevaluator to evaluate expression it would not be able to statically evaluate otherwise this commit move the logic for identifying these known declaration to dedicated method this is in preparation of allowing ngccs delegatingreflectionhost introduced in to also apply the known declaration detection logic when reflecting on typescript source pr close 	refactor
3925	benchpress fix typing in lviewdebugts installing using benchpress wa throwing typescript error because typing were not defined for the getters in lviewdebugts pr close 	fix
3926	devtools remove tree wrapper height cs to let the height default to how many node are being displayed rangleangulardevtools 	fix
3927	devtools display latest commit sha in application rangleangulardevtools build set latest sha commit a system environment variable for chrome build build set latest sha commit a sys variable for demo build feat create application environment abstraction to reference environment variable inside the ngdevtools library test fix devtools component test 	feat
3928	core undecoratedclasses migration should handle derived abstract class in version undecorated base class that use angular feature need to be decorated explicitly with directive additionally derived class of abstract directive need to be decorated the migration already handle this for undecorated class that are not explicitly decorated but since in v abstract directive can be used we also need to handle this for explicitly decorated abstract directive eg directive export class base need to be decorated by migration when updating from v to v export class wrapped extends base component export class cmp extends wrapped pr close 	feat
3929	core undecoratedclasseswithdecoratedfields migration doe not decorate derived class the undecoratedclasseswithdecoratedfields migration ha been introduced with aedadffbfaf but miss logic for decorating derived class of undecorated class which use angular feature example scenario t export abstract class mybaseclass input someinput true export abstract class baseclasstwo extends mybaseclass component export class mybutton extends baseclasstwo both abstract class would need to be migrated previously the migration only added directive to mybaseclass but with this change it also decorates baseclasstwo this is necessary because the angular compiler requires baseclasstwo to have a directive definition when it flattens the directive metadata for mybutton in order to perform type checking technically not decorating baseclasstwo doe not break at runtime we basically want to enforce consistent use of directive to simplify the mental model see the migration guide fix pr close 	fix
3930	core move schematic import manager to shared utils the import manager ha been created for both the missinginjectable and undecoratedclasseswithdi migration both initial pr brought in the manager class so the manager is duplicated in the schematic in order to reduce this duplication and to expose the manager to other schematicsmigrations we move it into the shared schematic utils pr close 	refactor
